"","site","x","y","z","dbh","height","species","crownArea","crownCentroidX","crownCentroidY","crownVectorLen","crownVectorDir"
"873",27,3.648,18.628,-1.975,11,10.73,"Pinus sylvestris",0.5489175,3.693664432,18.57990209,0.06632231,136.4867
"874",27,1.98,18.677,-2.423,22.1,16.561,"Picea abies",6.801811,2.046418844,18.52036411,0.170136019,157.0214353
"875",27,4.377,14.787,-0.967,45.6,16.182,"Pinus sylvestris",12.539878,3.662460411,14.07588108,1.008095699,225.1374731
"876",27,3.401,14.446,-1.297,19.3,15.301,"Pinus sylvestris",4.7239555,3.211915278,14.25375786,0.269648056,224.5255963
"877",27,-0.068,13.04,-1.591,19,12.251,"Betula pubescens",12.673516,0.337272232,12.01404204,1.103102587,158.4450701
"878",27,10.714,32.985,-3.267,16.3,9.851,"Picea abies",8.465724,10.43742686,32.84516153,0.30991531,243.1783293
"879",28,4.428,24.488,0.914,37.1,20.897,"Pinus sylvestris",10.9217995,2.687893685,24.87619753,1.782881743,282.5760918
"880",28,3.937,24.692,1.558,34.8,21.19,"Pinus sylvestris",12.901267,5.204595317,25.27949708,1.397122296,65.1335179
"881",28,9.83,22.608,1.904,14.5,8.663,"Salix caprea",4.396582,10.17788054,22.68222466,0.355710799,77.95582624
"882",28,15.624,26.9,2.708,15.6,10.659,"Betula pubescens",9.9634355,17.08507461,26.33966432,1.564837085,110.9822826
"883",28,15.147,27.303,2.827,10.7,8.347,"Betula pubescens",7.1846475,15.36378382,28.0289306,0.757608378,16.62714249
"884",28,14.631,29.383,2.278,18.8,11.236,"Betula pubescens",11.3269015,14.18184627,29.95944192,0.730769707,322.0748856
"885",28,12.553,32.62,2.443,11.2,9.49,"Betula pubescens",8.803885,11.73846067,32.78089558,0.830278095,281.1737652
"886",28,16.164,32.784,2.453,10,9.081,"Betula pubescens",7.525204,16.90691951,32.4031842,0.834835356,117.1393876
"887",28,27.482,26.473,3.269,11.8,8.746,"Betula pubescens",10.6205175,27.71342865,26.89008775,0.476992051,29.02449301
"888",28,26.383,8.245,2.66,18.7,8.241,"Betula pubescens",4.2632425,26.08176194,8.106996623,0.331344686,245.3865062
"889",28,26.657,7.446,2.79,13,8.324,"Betula pubescens",5.749804,26.83498731,7.501959979,0.186577065,72.54662701
"890",28,29.882,0.782,2.639,24.9,15.714,"Pinus sylvestris",12.767499,30.28634773,1.096288303,0.512127153,52.14306472
"891",28,19.968,3.212,2.173,24.1,17.832,"Betula pubescens",13.8848015,19.77368607,4.137884933,0.946055395,348.1474464
"892",28,18,2.066,2.39,29.4,20.76,"Pinus sylvestris",10.424339,18.16340635,2.496041309,0.460040392,20.80570243
"893",28,18.165,1.659,2.117,14.8,12.116,"Pinus sylvestris",2.4918475,17.74995163,1.247180877,0.584688067,225.2237614
"894",28,18.075,-0.877,1.984,37.4,22.09,"Pinus sylvestris",15.043196,18.7541835,-1.613543077,1.001891175,137.3201269
"895",28,10.889,4.854,1.785,25.3,20.622,"Pinus sylvestris",4.3661315,10.91088886,5.143857097,0.290682402,4.318553278
"896",28,9.025,4.359,1.419,32.8,21.375,"Pinus sylvestris",18.128095,8.620102868,4.032916403,0.519877101,231.1537954
"897",28,6.358,7.864,1.148,35.2,21.734,"Pinus sylvestris",21.244815,7.051571825,8.463008982,0.916435288,49.18420006
"898",28,4.987,7.396,1.1,39,21.467,"Pinus sylvestris",33.28589,3.509624427,7.208721435,1.48919839,262.7754704
"899",28,2.618,3.422,0.48,18.6,13.765,"Betula pubescens",12.101058,2.203883189,3.202307377,0.468783086,242.0536549
"900",28,6.907,0.179,0.806,37.5,21.031,"Pinus sylvestris",17.6343175,6.727019725,0.027755468,0.235091063,229.9583384
"901",28,14.201,19.311,1.846,15,10.546,"Picea abies",5.260223,14.23983891,19.39489577,0.092449775,24.84141719
"902",28,23.979,19.198,2.371,13.9,10.464,"Picea abies",4.6391955,23.88790391,19.23741437,0.09925719,293.3965928
"903",28,27.117,16.021,2.618,35.6,20.928,"Picea abies",7.4663775,27.29485473,16.14140931,0.2147806,55.9016344
"904",28,28.304,17.525,2.625,25,15.028,"Betula pubescens",16.212838,29.08023168,17.49041024,0.77700198,92.55147699
"905",28,22.47,14.581,2.611,39.8,20.519,"Pinus sylvestris",18.3904575,22.3448588,13.56336368,1.025301903,187.0106036
"906",28,30.78,23.893,2.813,33.4,18.678,"Pinus sylvestris",31.342064,30.90899755,23.71632024,0.218760387,143.8660454
"907",28,21.086,1.807,1.978,26.8,18.913,"Pinus sylvestris",11.422303,21.71162783,1.732451812,0.630053657,96.7951768
"908",29,14.126,8.695,3.231,27,14.447,"Pinus sylvestris",10.5196815,13.82006539,8.287512225,0.509551051,216.8985736
"909",29,17.05,7.321,3.249,24.4,13.34,"Pinus sylvestris",13.9739175,17.23390303,6.865898421,0.490854125,157.9967469
"910",29,12.605,3.17,2.072,15.2,16.735,"Pinus sylvestris",1.9530535,12.55164187,3.224877399,0.076541613,315.8041931
"911",29,18.542,1.493,2.836,30.9,17.35,"Pinus sylvestris",14.305017,19.14106133,0.195166878,1.429421312,155.222624
"912",29,14.143,0.398,2.049,21.5,13.879,"Pinus sylvestris",9.6854825,14.26394724,-0.158074927,0.569076058,167.7291866
"913",29,11.429,1.495,1.602,25.4,16.896,"Pinus sylvestris",10.50452,11.7850271,0.781598429,0.797306149,153.4782502
"914",29,9.27,3.994,1.967,24.5,17.243,"Pinus sylvestris",7.002625,9.131349345,4.224131059,0.268671376,328.9316408
"915",29,6.689,-0.172,0.787,14,9.493,"Picea abies",3.9848235,6.607075039,-0.301223415,0.153004543,212.3738483
"916",29,4.829,0.281,0.603,18.9,12.524,"Betula pubescens",12.440429,4.801404031,0.145998844,0.137792778,191.5528373
"917",29,5.189,3.687,1.126,25.7,18.51,"Pinus sylvestris",7.0325425,5.303065435,3.253291327,0.448457508,165.2648916
"918",29,6.605,8.211,1.924,37,18.662,"Pinus sylvestris",20.604767,6.773620942,8.787170609,0.600337899,16.31253727
"919",29,1.286,4.322,0.236,17.9,17.741,"Pinus sylvestris",5.4433755,2.141989556,4.901571374,1.033741311,55.89895014
"920",29,-0.876,4.747,0.099,31.9,19.271,"Pinus sylvestris",11.6806565,-0.195188908,3.784439667,1.178993697,144.7285413
"921",29,0.937,11.733,0.669,26.9,18.006,"Pinus sylvestris",5.3447275,1.134054948,11.44594991,0.348178697,145.5310714
"922",29,2.627,17.253,1.471,26.4,21.773,"Pinus sylvestris",8.0955205,2.982982463,17.45935076,0.411465855,59.90060916
"923",29,0.172,16.002,0.876,22.9,20.417,"Pinus sylvestris",3.133267,0.016469785,15.8814125,0.196801916,232.2124446
"924",29,-0.36,13.963,0.614,25,15.659,"Pinus sylvestris",6.5660875,-0.502146434,13.58234142,0.406333072,200.4767572
"925",29,0.495,20.612,1.322,25.3,20.358,"Pinus sylvestris",9.3225655,0.92078107,20.65908992,0.428377146,83.6889327
"926",29,10.62,18.25,4.086,30.1,16.663,"Pinus sylvestris",20.5310055,10.96725153,16.94540033,1.350023675,165.0948981
"927",29,17.798,21.236,4.366,25.3,12.61,"Pinus sylvestris",12.9735405,18.2951811,21.72719774,0.698902184,45.34684796
"928",29,21.029,18.615,4.199,32.6,14.423,"Pinus sylvestris",25.083511,20.57171974,18.04786617,0.728523182,218.879248
"929",29,26.463,14.625,4.676,29.6,16.727,"Pinus sylvestris",11.777572,26.41571491,15.11815306,0.495414793,354.5230407
"930",29,32.746,17.597,5.291,35,19.047,"Pinus sylvestris",32.844487,32.63245154,17.9308869,0.352666575,341.2178263
"931",29,31.615,11.546,5.006,35.1,18.132,"Pinus sylvestris",17.292654,31.54266274,11.73124757,0.198870166,338.6698686
"932",29,33.721,5.362,5.116,37,19.158,"Pinus sylvestris",24.0084185,33.34871293,5.219624379,0.398583088,249.0713942
"933",29,32.946,2.77,4.951,16.6,10.601,"Betula pubescens",21.3264955,33.07689299,2.141957255,0.641537734,168.2272738
"934",29,25.309,8.302,4.263,24,18.066,"Pinus sylvestris",8.3904805,25.6373589,8.940284023,0.717792493,27.22310699
"935",29,24.537,7.03,4.247,33.1,17.038,"Pinus sylvestris",18.2105175,24.12292872,6.390043253,0.76223334,212.904083
"936",29,30.703,24.862,5.455,21.9,17.193,"Pinus sylvestris",6.6052935,30.73653655,25.00978356,0.151541021,12.78560057
"937",29,24.001,27.315,5.063,36.6,17.464,"Pinus sylvestris",19.02544,23.23786851,27.23970011,0.766837494,264.3647384
"938",29,16.368,28.692,3.55,14.2,9.962,"Betula pubescens",8.6624835,16.32838746,28.20814602,0.485472784,184.6802981
"939",29,16.86,30.17,3.741,22.7,19.06,"Pinus sylvestris",6.7840115,16.75155866,30.44713242,0.297593515,338.6296965
"940",29,6.675,20.508,2.049,15.5,12.948,"Pinus sylvestris",4.086729,6.712762666,20.59549747,0.09529862,23.34434128
"941",29,10.547,19.117,3.721,24.5,15.673,"Pinus sylvestris",10.2809145,10.17726722,19.97813493,0.93715297,336.7634804
"942",29,5.026,23.165,1.842,17.5,15.216,"Picea abies",5.2663715,4.912686192,23.13682774,0.116763415,256.0381138
"943",29,3.185,27.15,1.992,31.1,18.188,"Pinus sylvestris",15.80514,3.414773954,26.91428048,0.32918044,135.7317768
"944",29,1.819,30.774,1.999,20.5,17.394,"Pinus sylvestris",6.430671,1.665704386,30.72984444,0.15952824,253.9313812
"945",29,-1.902,28.847,1.398,33.4,18.03,"Pinus sylvestris",19.6477095,-1.505369102,27.87915651,1.04596228,157.7157439
"946",29,11.057,14.494,3.266,19.8,14.378,"Pinus sylvestris",4.4383005,10.79155031,14.14853139,0.435674297,217.5378005
"947",30,2.37,2.682,-0.481,44.2,19.371,"Pinus sylvestris",17.4074475,2.532529316,2.424715708,0.304320531,147.7189477
"948",30,1.015,9.176,-0.656,35.1,20.132,"Pinus sylvestris",7.4028675,1.014510004,8.727361723,0.448638545,180.0625776
"949",30,2.682,8.242,-0.839,32.8,19.587,"Pinus sylvestris",10.3295225,3.090629245,8.192742479,0.41158737,96.87345876
"950",30,0.516,12.623,-0.656,10.7,8.384,"Picea abies",1.6171155,0.513173262,12.97946143,0.356472637,359.5456541
"951",30,0.419,12.208,-0.666,NA,10.704,"Picea abies",4.5161055,0.258331958,12.06881777,0.212569783,229.0985319
"952",30,-0.498,14.451,-0.532,22.4,15.659,"Picea abies",4.7911935,-0.559477554,14.13996087,0.317056512,191.1805264
"953",30,1.18,16.178,-0.794,42.1,18.863,"Pinus sylvestris",14.1723085,1.583346497,16.18446374,0.403398285,89.08189794
"954",30,-0.688,19.432,-0.078,17.4,8.862,"Betula pubescens",12.379718,-0.291468643,19.65360933,0.454255227,60.80050169
"955",30,2.598,21.533,-1.087,24.1,17.968,"Pinus sylvestris",5.868472,2.488089263,21.02411475,0.520619406,192.1877214
"956",30,2.589,23.43,-1.164,16.4,11.75,"Picea abies",4.191495,2.698971508,23.49578343,0.128145202,59.11272088
"957",30,0.626,26.452,-0.716,14.5,13.509,"Pinus sylvestris",1.2788645,0.845181798,26.4220977,0.221212133,97.76872513
"958",30,1.832,31.487,-1.01,12.7,9.885,"Pinus sylvestris",1.2659135,2.320712966,31.52351191,0.490074977,85.72735117
"959",30,4.944,32.586,-0.925,22.9,15.606,"Betula pubescens",16.0852975,5.226291712,32.59403799,0.282406125,88.36899831
"960",30,4.934,14.157,-1.401,13.4,8.959,"Picea abies",5.3218145,4.958670612,14.20077848,0.050251313,29.40268742
"961",30,7.14,6.576,-1.357,30.2,17.361,"Pinus sylvestris",6.637777,7.035218776,6.350010985,0.249098654,204.8750927
"962",30,10.94,9.444,-1.944,28.3,20.86,"Pinus sylvestris",8.7477615,10.82556443,9.091022715,0.371063961,197.9627429
"963",30,11.49,14.244,-2.2,12.6,9.53,"Picea abies",4.8390565,11.56308729,14.27180982,0.078199345,69.16810549
"964",30,12.812,11.139,-2.168,25.1,17.792,"Pinus sylvestris",3.126742,12.90889288,11.25707921,0.152744651,39.3714555
"965",30,17.889,12.882,-2.568,34.1,18.437,"Pinus sylvestris",11.2072915,17.9944048,13.14991573,0.28790451,21.47592623
"966",30,17.092,17.954,-2.494,36.3,19.039,"Pinus sylvestris",21.0918565,16.61817689,17.8924354,0.477805962,262.5969412
"967",30,15.569,20.79,-2.42,39.3,20.567,"Pinus sylvestris",19.9795595,14.26005504,20.46781688,1.348012933,256.1721217
"968",30,19.337,8.877,-2.406,41.7,19.682,"Pinus sylvestris",16.232483,19.61389318,8.853140584,0.27791924,94.92491518
"969",30,13.254,5.03,-1.916,35.2,19.149,"Pinus sylvestris",9.265414,13.27806595,4.439264871,0.591225137,177.6671177
"970",30,14.636,0.872,-1.994,10.7,9.627,"Picea abies",2.621948,14.60396421,0.845078643,0.041845567,229.9579027
"971",30,19.289,3.46,-2.1,36.1,18.302,"Pinus sylvestris",14.275339,19.20948381,2.848202806,0.616942973,187.4053059
"972",30,27.639,3.089,-2.801,44.1,21.233,"Pinus sylvestris",33.834564,26.6650145,1.489997869,1.872286188,211.3464644
"973",30,25.084,1.603,-2.796,20.7,13.634,"Pinus sylvestris",12.4348405,24.03167999,0.577301205,1.469501757,225.7339681
"974",30,27.206,11.188,-3.013,36.4,17.81,"Pinus sylvestris",30.464582,26.89724767,10.61519218,0.650720222,208.3253585
"975",30,29.828,16.315,-3.471,48.8,20.873,"Pinus sylvestris",39.053675,29.78717149,15.40650115,0.909415814,182.5731768
"976",30,35.316,4.037,-3.293,46.2,18.94,"Pinus sylvestris",43.4743645,34.99722612,3.328389848,0.777010383,204.2209749
"977",30,28.419,24.196,-3.729,24.1,14.859,"Pinus sylvestris",7.484635,28.2784473,24.40543022,0.252222283,326.1336681
"978",30,29.833,23.941,-3.78,14.7,11.329,"Pinus sylvestris",2.2889165,30.05785245,23.71224611,0.320759987,135.4927854
"979",30,32.803,21.379,-3.942,15.8,11.507,"Picea abies",3.949684,32.80507069,21.47573057,0.096752735,1.226332132
"980",30,30.778,30.304,-3.912,39,21.503,"Pinus sylvestris",17.3922005,30.80494631,30.00851791,0.296708223,174.7893584
"981",30,23.368,25.02,-3.176,36.1,17.559,"Pinus sylvestris",32.579458,23.83548717,24.87066968,0.490758392,107.7151413
"982",30,20.681,32.118,-3.453,18.7,15.545,"Picea abies",4.9797735,20.59668687,31.85253448,0.278533024,197.6201002
"983",30,18.412,25.9,-2.81,35.9,16.4,"Pinus sylvestris",20.4638435,17.88699044,26.47981203,0.782187335,317.8397157
"984",30,15.176,33.578,-2.967,42.4,19.405,"Pinus sylvestris",21.1396305,15.18722931,33.31744389,0.260797971,177.5322232
"985",30,15.205,22.088,-2.478,28.4,12.553,"Pinus sylvestris",25.94928,14.31656908,24.26009921,2.346768945,337.7544815
"986",30,7.283,24.659,-2.079,15.5,9.521,"Picea abies",3.663226,7.211845589,24.74442959,0.111180774,320.209042
"987",30,6.666,27.039,-1.633,18,12.377,"Betula pubescens",19.60907,6.827322937,26.96346826,0.178129542,115.0890927
"988",30,8.143,29.861,-1.843,14.6,11.645,"Picea abies",1.921307,8.509162335,29.71452054,0.394374301,111.8033695
"989",30,5,26.671,-1.521,11.2,7.407,"Picea abies",3.209002,4.917341493,26.63875976,0.088723513,248.6921582
"990",31,-2.477,6.298,0.338,19.5,8.905,"Betula pubescens",18.4484235,-1.761580108,5.440063484,1.117085801,140.1757997
"991",31,6.972,10.19,-0.46,23.3,11.558,"Pinus sylvestris",14.510483,6.256888877,10.13231044,0.71743432,265.3878135
"992",31,8.32,9.484,-0.508,29.3,13.679,"Pinus sylvestris",10.914689,8.625005377,8.82531517,0.725874635,155.1534065
"993",31,15.268,13.713,-0.617,44.4,19.12,"Pinus sylvestris",55.417832,15.18605467,13.15934834,0.559683121,188.4191571
"994",31,11.166,18.415,-0.394,21.2,11.995,"Pinus sylvestris",8.5084585,10.96402762,18.34989231,0.212207104,252.1327864
"995",31,2.831,20.969,0.796,43.8,20.885,"Pinus sylvestris",56.742173,3.068647005,21.16890295,0.31054354,49.93025893
"996",31,7.463,28.856,0.023,21,11.777,"Pinus sylvestris",17.083048,5.66732786,29.96620693,2.111160314,301.7271826
"997",31,4.521,33.526,0.746,49.8,17.862,"Pinus sylvestris",48.468703,4.692977419,32.39237051,1.146600214,171.3737109
"998",31,9.691,33.314,0.06,38.9,17.079,"Pinus sylvestris",13.2686495,9.697944432,33.13121855,0.182913328,177.824203
"999",31,14.934,31.736,-0.347,36.9,17.013,"Pinus sylvestris",28.7738375,14.89706619,30.92199031,0.81484715,182.5978819
"1000",31,16.064,28.255,-0.941,30.5,14.349,"Pinus sylvestris",15.388068,15.87724634,27.66992568,0.614157056,197.7028998
"1001",31,22.076,30.119,-1.378,28.6,14.64,"Pinus sylvestris",10.798085,22.10466484,30.19171528,0.078161276,21.51468304
"1002",31,25.487,30.601,-2.007,39,17.189,"Pinus sylvestris",28.6103145,25.73709353,30.02236356,0.63037045,156.6254264
"1003",31,32.29,29.922,-2.93,48.4,18.657,"Pinus sylvestris",38.7029555,32.24327544,29.3582176,0.565715276,184.7376714
"1004",31,22.939,25.378,-2.031,13.8,9.858,"Pinus sylvestris",3.1254435,23.1156717,25.08007102,0.346373449,149.3320857
"1005",31,23.448,20.6,-2.073,10.4,8.722,"Pinus sylvestris",2.0550285,22.9671794,20.9380039,0.587737259,305.1061828
"1006",31,24.993,20.34,-2.115,14.8,10.551,"Pinus sylvestris",3.0787965,25.17724267,20.28236708,0.193046411,107.3701965
"1007",31,25.026,15.39,-1.975,30,16.78,"Pinus sylvestris",13.462986,25.03581306,15.11020527,0.279966757,177.991325
"1008",31,27.785,11.108,-2.595,14.6,8.882,"Pinus sylvestris",6.8233555,27.75390753,10.9714198,0.140074599,192.8248132
"1009",31,25.823,4.182,-2.248,19.9,11.242,"Pinus sylvestris",7.244907,25.87998613,4.488689352,0.311938741,10.52611889
"1010",31,29.564,3.62,-3.154,23,7.678,"Pinus sylvestris",7.387931,29.65036166,3.24568108,0.3841523,167.0082364
"1011",31,33.543,-1.195,-4.122,16.9,6.512,"Betula pubescens",9.192637,33.29406315,-0.302594727,0.926475432,344.413532
"1012",31,33.003,-1.418,-4.26,16.7,9.111,"Betula pubescens",11.363464,32.95803703,-2.662086723,1.244898969,182.0698457
"1013",31,8.492,-0.972,-0.89,17.4,13.896,"Betula pubescens",15.056367,7.56134752,-0.680176547,0.975333259,287.40979
"1014",31,0.139,-1.917,0.093,32.4,15.131,"Pinus sylvestris",12.821366,0.528533873,-2.06434084,0.41646844,110.7190795
"1015",32,0.305,18.254,0.014,12,7.785,"Picea abies",5.023165,0.455093158,18.63788571,0.41218466,21.35470167
"1016",32,9.591,19.696,0.317,19.8,11.785,"Picea abies",5.8188005,9.46941111,19.4289927,0.293388407,204.4834115
"1017",32,9.725,20.624,0.47,31.4,18.328,"Picea abies",9.238749,9.302597119,21.29056878,0.789137587,327.6376724
"1018",32,11.339,20.365,0.345,25.2,12.273,"Picea abies",14.05687,12.01690431,20.38462974,0.678188451,88.34137761
"1019",32,7.896,27.333,0.33,15.7,11.94,"Pinus sylvestris",6.797847,7.096226641,27.55592569,0.830260976,285.5750716
"1020",32,8.223,28.037,0.249,18,10.765,"Pinus sylvestris",9.9805765,8.437980936,28.33870522,0.370463008,35.47188375
"1021",32,4.57,29.368,0.18,31,10.263,"Picea abies",15.579499,4.39240199,29.14660131,0.283828173,218.7353236
"1022",32,0.089,27.701,0.032,20.5,13.735,"Pinus sylvestris",10.8901645,0.143704573,27.74010994,0.067247136,54.43788926
"1023",32,-0.612,27.488,-0.161,16.9,12.853,"Pinus sylvestris",3.97183,-0.637995154,27.32331834,0.166720713,188.970178
"1024",32,24.017,24.763,1.009,18.8,8.925,"Betula pubescens",13.482561,23.74357205,24.80964562,0.27737819,279.6812121
"1025",32,23.472,28.116,1.009,21.8,10.309,"Betula pubescens",12.8851975,23.43581159,28.1339157,0.040380363,296.3385108
"1026",32,21.632,19.073,0.983,25,12.62,"Picea abies",7.9822695,21.56806559,18.63399408,0.443637021,188.2859894
"1027",32,16.412,13.858,0.624,13.2,9.764,"Picea abies",5.925855,16.48104555,13.86129301,0.069124033,87.26944421
"1028",32,21.194,15.034,0.846,15.3,9.689,"Picea abies",4.43623,21.30381417,14.84449405,0.219024325,149.9087328
"1029",32,30.004,15.121,1.502,36.1,21.868,"Picea abies",9.150796,30.20907379,15.11229072,0.205258647,92.43183359
"1030",32,29.031,3.64,1.677,32,14.828,"Picea abies",6.7123035,29.49737239,3.061301106,0.743233221,141.1347218
"1031",32,24.812,-0.977,1.016,26,14.555,"Picea abies",7.7169965,24.63438077,-0.85559097,0.21514819,304.3539885
"1032",32,24.159,9.81,1.286,23.6,15.308,"Picea abies",5.8613535,24.14270829,9.453637242,0.356734965,182.6175478
"1033",32,17.265,6.855,0.611,16.9,9.631,"Pinus sylvestris",4.935047,17.44629105,7.028705854,0.251078014,46.2240493
"1034",32,7.622,-0.896,0.225,42.4,20.183,"Picea abies",12.2496005,7.134698647,-1.099480244,0.528078421,247.3362668
"1035",32,31.266,27.461,1.496,25.6,12.766,"Picea abies",7.786695,31.08021231,26.78739477,0.6987568,195.4194391
"1036",33,-0.154,4.058,-0.089,14.1,9.711,"Picea abies",2.9458585,-0.103846147,4.031200536,0.05686493,118.117599
"1037",33,3.745,2.764,0.151,10.8,10.243,"Picea abies",2.0711555,3.832440449,2.712979008,0.101237215,120.2633123
"1038",33,6.022,1.154,0.053,16.4,12.301,"Picea abies",2.297704,6.096188434,1.131279765,0.077589515,107.0272267
"1039",33,7.667,1.557,0.251,16.8,10.974,"Pinus sylvestris",2.294717,7.65592721,1.431778768,0.125709839,185.0532829
"1040",33,10.205,1.224,0.278,33.6,16.67,"Pinus sylvestris",19.125466,10.31145007,0.421931399,0.809101759,172.4399204
"1041",33,10.963,-0.867,0.173,11.4,9.154,"Picea abies",2.6245755,11.27721654,-0.754541662,0.333734792,70.30767294
"1042",33,9.713,4.719,0.36,17.8,13.694,"Picea abies",3.5328975,9.545149601,4.576835536,0.219964751,229.7363595
"1043",33,8.522,8.933,0.165,19.9,13.82,"Picea abies",4.728707,8.936122021,8.62687818,0.514983123,126.4720643
"1044",33,7.208,9.504,0.157,20.5,11.613,"Picea abies",4.4878655,6.795528053,9.044388614,0.617556259,221.9059551
"1045",33,-0.272,13.517,-0.291,19.3,11.127,"Picea abies",6.133314,-0.451253396,13.19905945,0.364990378,209.4141003
"1046",33,9.564,11.365,0.448,13.2,8.725,"Betula pubescens",10.30401,8.624429669,12.00270346,1.13554309,304.1654512
"1047",33,9.793,11.047,0.195,11.9,8.981,"Betula pubescens",16.7641595,10.23377027,12.14683563,1.184869967,21.83894485
"1048",33,11.428,9.047,0.149,13.3,10.27,"Picea abies",4.4877675,11.65217494,8.645723354,0.459649162,150.809901
"1049",33,11.635,10.485,0.29,12.4,9.308,"Picea abies",4.907848,11.60504265,10.68528217,0.20251022,351.4930102
"1050",33,15.384,11.95,0.434,33.2,17.366,"Pinus sylvestris",17.8221035,14.98121453,11.89786485,0.406145554,262.6248383
"1051",33,16.548,15.309,0.415,16.9,10.75,"Picea abies",3.8761315,16.26788142,15.31672559,0.280225092,271.5798002
"1052",33,16.967,15.772,0.544,21.4,14.94,"Pinus sylvestris",9.410521,16.58874119,16.11251702,0.508951446,311.9942491
"1053",33,20.012,16.394,0.462,15.2,10.813,"Picea abies",4.1496455,20.20235781,16.25785,0.234036147,125.573565
"1054",33,21.511,16.98,0.535,16,10.703,"Picea abies",4.3377405,21.643947,16.96294829,0.134036065,97.30882214
"1055",33,23.073,17.174,0.458,11,9.192,"Picea abies",3.4587225,23.13235024,17.25600583,0.101229477,35.89446351
"1056",33,21.918,15.102,0.77,30.6,19.544,"Pinus sylvestris",8.547218,21.66203368,14.90362841,0.323836447,232.2246375
"1057",33,20.726,9.939,0.421,16.6,10.784,"Picea abies",5.3525505,20.68489618,10.00375195,0.07669641,327.5930757
"1058",33,22.006,8.787,0.41,11.6,8.819,"Picea abies",2.0413385,21.9105151,8.811129814,0.098486616,284.1821899
"1059",33,18.342,6.955,0.729,39.6,18.567,"Pinus sylvestris",23.4623095,18.33935243,6.941017953,0.014230504,190.7222802
"1060",33,17.535,3.017,0.584,40.5,17.522,"Pinus sylvestris",12.82254,17.42005562,3.072500773,0.127642258,295.773525
"1061",33,19.385,-1.878,0.505,48.6,16.846,"Pinus sylvestris",37.3266125,19.78516418,-3.27808062,1.456144605,164.0492642
"1062",33,22.732,3.365,0.424,16.6,12.774,"Picea abies",5.093637,22.59783487,3.02938581,0.361437639,201.7895546
"1063",33,25.992,1.02,0.409,20,13.904,"Betula pubescens",16.428321,26.09446127,0.559243652,0.47201136,167.4627826
"1064",33,26.703,1.338,0.485,14.2,9.489,"Betula pubescens",10.5865025,28.3589389,2.170042949,1.853221278,63.32230476
"1065",33,24.065,3.557,0.249,14,12.014,"Picea abies",1.3799085,24.10766428,3.300790777,0.259737189,170.5457836
"1066",33,22.028,6.396,0.338,18.8,15.895,"Picea abies",6.755888,21.888948,6.155390361,0.277900086,210.0242766
"1067",33,28.618,4.6,0.27,10.7,6.835,"Picea abies",5.1039405,28.77791145,4.377690546,0.2738488,144.2718119
"1068",33,32.123,6.733,0.42,11,9.432,"Picea abies",3.193277,32.34084625,6.885135608,0.265710807,55.07100394
"1069",33,23.4,11.491,0.452,40,17.215,"Pinus sylvestris",16.2234205,23.32825326,10.67546378,0.818686095,185.0276482
"1070",33,27.169,17.419,0.495,36.6,21.028,"Pinus sylvestris",20.8033045,27.20296857,17.75942023,0.342110799,5.698353042
"1071",33,29.029,14.434,0.26,10.8,7.158,"Picea abies",3.283472,28.83690903,14.48049188,0.197637135,283.6056882
"1072",33,30.914,17.949,0.454,10.8,8.26,"Picea abies",2.09848,30.90570854,18.12010717,0.171307949,357.2257488
"1073",33,30.196,22.827,0.426,16.5,12.731,"Picea abies",5.458863,29.89361758,22.80625451,0.30309323,266.0752704
"1074",33,30.572,22.346,0.432,12.2,6.498,"Picea abies",4.9787075,31.14839936,21.92005407,0.716705072,126.4635526
"1075",33,25.735,24.071,0.223,15.1,7.499,"Picea abies",3.3534685,25.76314863,24.1846253,0.117060045,13.91388008
"1076",33,24.08,31.033,0.083,34.3,22.335,"Pinus sylvestris",8.9068655,25.49169554,28.48204998,2.915515449,151.0398616
"1077",33,28.354,28.658,0.201,12.4,11.264,"Picea abies",3.5301345,28.38096914,29.16234069,0.505061253,3.060922432
"1078",33,28.823,28.447,0.188,18.3,14.276,"Picea abies",4.431977,28.70063652,28.22569698,0.252879122,208.9392056
"1079",33,21.192,32.616,0.197,19.2,13.013,"Picea abies",4.7632175,21.52163274,32.5188861,0.343640584,106.4156291
"1080",33,18.45,32.472,-0.07,27.6,17.84,"Picea abies",7.034699,18.66356446,32.30341087,0.272088358,128.2877852
"1081",33,12.2,29.087,-0.349,11,7.961,"Picea abies",4.2977465,12.17237417,28.92327779,0.166036586,189.5776412
"1082",33,11.576,31.48,-0.283,27.5,13.335,"Picea abies",7.364353,11.87073241,30.95182838,0.604840854,150.8374365
"1083",33,6.068,25.051,-0.286,12.6,8.839,"Picea abies",4.011125,6.118675498,24.78459423,0.271182672,169.2299106
"1084",33,2.853,27.989,-0.04,31.6,17.104,"Picea abies",12.716783,2.053685159,28.0007174,0.799400721,270.8398563
"1085",33,5.707,22.629,-0.433,11.1,9.533,"Picea abies",2.620176,5.530277629,22.87874584,0.305947349,324.7164364
"1086",33,10.482,17.328,-0.25,24.6,14.374,"Picea abies",6.9990565,10.49166496,17.04099737,0.287165315,178.0712651
"1087",33,11.272,14.674,-0.078,10,8.105,"Picea abies",3.8755755,11.45801473,14.13830992,0.567067321,160.8507907
"1088",33,1.646,16.905,-0.745,14.8,10.574,"Picea abies",9.8482925,1.662703336,17.03499396,0.131062703,7.321995485
