"","site","x","y","z","dbh","height","species","crownArea","crownCentroidX","crownCentroidY","crownVectorLen","crownVectorDir"
"434",15,27.704,13.667,0.318,22.7,15.187,"Picea abies",2.237047,27.69937135,14.05061008,0.383638004,359.3087004
"435",15,30.778,18.027,0.33,14.6,11.307,"Picea abies",3.553888,30.51837278,18.21845745,0.322586808,306.4062555
"436",15,32.931,17.759,0.363,28.5,14.796,"Picea abies",8.827692,33.15282027,17.5481226,0.306061282,133.5513062
"437",15,10.408,25.274,0.675,12,8.283,"Picea abies",4.0583395,10.33490669,25.55341438,0.288816599,345.3402352
"438",15,18.825,14.006,0.042,13.1,11.175,"Picea abies",1.867687,19.40410607,13.8480453,0.600261214,105.2566549
"439",15,15.563,18.74,0.288,15.7,11.216,"Picea abies",4.238298,15.600072,18.91308868,0.177014192,12.08892418
"440",15,19.116,19.012,0.12,33,20.815,"Picea abies",11.7588755,19.23463449,18.71956928,0.31557862,157.9183888
"441",15,19.537,24.372,0.439,23.1,15.586,"Picea abies",5.2159545,19.29079976,24.10695633,0.361749502,222.889148
"442",15,24.941,26.415,0.439,29.5,17.353,"Picea abies",7.8195085,24.86382876,26.27410416,0.16064569,208.7103299
"443",15,24.171,30.432,0.519,12.3,7.791,"Picea abies",2.782701,24.05729808,30.32873909,0.153593434,227.7551465
"444",15,16.944,14.942,-0.025,16.2,7.357,"Picea abies",7.1463085,16.43307204,15.24124644,0.592111322,300.3571667
"445",15,14.873,18.577,0.17,27.7,18.1,"Picea abies",4.2019615,14.74788364,18.4286441,0.194071061,220.1427033
"446",15,5.34,18.592,0.09,10.2,6.838,"Picea abies",3.3498505,5.099239124,18.28098603,0.393313477,217.7440253
"447",15,3.701,14.52,0.094,21,9.846,"Picea abies",14.2249475,3.198759204,14.53766023,0.502551192,272.0138544
"448",15,3.693,12.481,-0.242,11,8.519,"Picea abies",4.102641,3.325749674,12.03591489,0.577038608,219.5268524
"449",15,2.791,23.32,0.29,NA,10.164,"Picea abies",4.330919,2.62969384,23.11800197,0.258501224,218.6092236
"450",15,3.446,25.414,0.336,16.2,10.139,"Picea abies",3.1290805,3.508578336,25.09328337,0.326764756,168.9591492
"451",15,3.28,26.109,0.523,23,14.724,"Picea abies",4.378964,3.315297227,26.21648435,0.113131697,18.17987462
"452",15,7.787,29.19,0.45,22.2,12.03,"Betula pubescens",16.073231,8.796036923,28.02506899,1.541174801,139.101629
"453",15,7.443,29.96,0.828,21.5,11.918,"Betula pubescens",12.895534,7.518237063,30.34339035,0.390702925,11.10271503
"454",15,7.131,31.729,0.664,15.7,13.804,"Picea abies",3.8330715,6.924838219,31.75552658,0.207861347,277.3318925
"455",15,11.807,32.389,0.689,15.3,10.247,"Betula pubescens",6.5430425,11.97630971,32.58839908,0.2615832,40.33457841
"456",15,18.446,27.81,0.354,15.9,8.215,"Picea abies",5.234483,18.54966902,28.07314,0.282824903,21.50290702
"457",15,2.851,31.355,0.791,27.4,12.118,"Picea abies",12.382734,2.593312752,30.77441042,0.635206252,203.9334283
"458",15,-0.14,26.838,0.549,24.8,14.637,"Picea abies",4.681986,-0.196850171,26.50245867,0.34032327,189.6162019
"459",16,5.97,3.725,-1.386,20.2,14.383,"Picea abies",3.207692,5.855343781,3.394080015,0.350220052,199.110033
"460",16,4.845,4.749,-1.457,10.2,5.431,"Picea abies",1.8540405,4.881026471,4.133235606,0.616817392,176.6516181
"461",16,4.293,5.227,-1.059,29.6,17.724,"Picea abies",6.3112055,4.171502679,5.086784769,0.185531426,220.9091217
"462",16,1.905,5.9,-0.73,NA,8.049,"Picea abies",3.856375,1.410792319,5.307753381,0.771360674,219.8437364
"463",16,4.012,6.501,-0.993,23.7,15.49,"Picea abies",4.3045725,3.676275969,6.482500578,0.336233333,266.8460168
"464",16,1.75,7.681,-1.138,19.9,15.248,"Picea abies",3.530694,1.283306987,7.585187245,0.476426755,258.3982992
"465",16,5.35,7.732,-1.353,21.8,12.759,"Picea abies",2.3368285,5.276388932,7.78727403,0.092053287,306.9026265
"466",16,0.233,9.565,-0.727,20.8,13.547,"Picea abies",4.906796,-0.210567759,9.484698128,0.450777936,259.7385237
"467",16,2.731,10.143,-1.176,32.6,14.139,"Picea abies",7.014034,2.552221636,9.804063974,0.383196207,207.8102728
"468",16,-1.892,18.679,-0.618,44.8,21.437,"Picea abies",12.558249,-1.994658809,17.9765723,0.709889783,188.3148302
"469",16,-0.097,24.326,-1.283,11.5,8.886,"Picea abies",2.3689905,-0.36129556,24.05061056,0.381695541,223.8223818
"470",16,7.814,19.64,-1.313,22.9,16.023,"Picea abies",6.410512,7.541423633,19.94539444,0.409345383,318.2498534
"471",16,9.307,18.279,-1.112,17.6,13.073,"Picea abies",2.7618895,8.635204335,17.97280284,0.73828593,245.4970175
"472",16,10.268,17.356,-0.894,22,15.3,"Picea abies",2.6069055,9.922025731,16.83806293,0.622861947,213.7423348
"473",16,11.948,18.574,-0.862,35.3,23.579,"Picea abies",10.0566345,12.00676089,18.80477126,0.238134869,14.28555161
"474",16,14.324,24.132,-0.873,24.8,17.762,"Picea abies",7.0852725,14.27665444,23.96848603,0.170230493,196.1484023
"475",16,14.076,30.423,-1.539,17.5,14.133,"Picea abies",2.488865,14.31988059,30.2803136,0.282554684,120.3304789
"476",16,12.883,30.853,-1.423,17.4,12.938,"Picea abies",2.444037,12.55935349,30.59170655,0.415958332,231.084602
"477",16,21.48,32.214,-2.098,19.5,10.729,"Picea abies",9.3511415,21.33660479,32.32396787,0.180707272,307.484116
"478",16,8.384,30.094,-1.485,26.9,16.345,"Picea abies",10.6057965,8.235015126,29.38136202,0.728044906,191.8082461
"479",16,8.855,31.851,-1.479,20.3,15.886,"Picea abies",3.996363,9.10035448,31.98109283,0.277710218,62.06639218
"480",16,6.891,29.862,-1.323,22.1,17.184,"Picea abies",6.856781,6.175360703,29.66630842,0.741912931,254.706345
"481",16,4.097,25.669,-1.505,14.6,9.971,"Picea abies",4.6914405,4.112759553,25.18461218,0.484644122,178.1365397
"482",16,25.219,27.224,-1.836,32,21.854,"Picea abies",9.856514,25.12267565,26.94678818,0.293470225,199.1610936
"483",16,27.896,27.585,-1.767,22.9,15.517,"Picea abies",7.406722,28.05314373,27.35582062,0.277880076,145.5623447
"484",16,30.194,20.753,-1.292,40.4,19.153,"Picea abies",13.4191715,30.6271244,20.62912125,0.450491607,105.9611615
"485",16,29.002,14.641,-0.919,24,17.458,"Picea abies",5.6830695,29.13321993,14.54498505,0.162596251,126.1933112
"486",16,31.194,12.938,-0.757,18.8,12.848,"Picea abies",6.470555,31.35613468,12.43104423,0.532251637,162.2646751
"487",16,27.773,10.296,-0.553,27.7,17.19,"Picea abies",2.3358285,27.88998145,10.06298724,0.26072899,153.3415727
"488",16,25.489,11.6,-0.46,25,14.154,"Picea abies",7.334063,25.54486814,11.56813163,0.064318288,119.701352
"489",16,22.227,4.975,-0.312,35,17.72,"Picea abies",21.079235,22.05113612,4.807662248,0.24275508,226.4231021
"490",16,23.802,1.113,-0.228,31.3,15.301,"Picea abies",4.7604465,23.55801953,1.342680819,0.335081704,313.2707877
"491",16,18.112,7.308,-0.406,33,20.279,"Picea abies",4.975045,17.92794746,6.959752975,0.393892536,207.8569651
"492",16,14.351,0.504,-0.697,27.3,17.757,"Picea abies",4.99876,14.41917663,0.912003972,0.413660843,9.486363286
"493",16,24.026,-1.079,-0.069,35,16.528,"Picea abies",4.849752,24.33187804,-0.920517621,0.344496793,62.61029747
"494",16,29.99,2.918,-0.149,16.6,12.505,"Picea abies",3.178326,30.05408208,3.270667947,0.358442734,10.29865494
"495",16,30.148,2.344,-0.159,23.3,13.676,"Picea abies",7.332483,30.5337938,1.939027625,0.559320551,136.3893313
"496",16,31.13,7.487,-0.264,31.1,17.679,"Picea abies",5.2689215,31.26531978,7.184321259,0.331550695,155.9118253
"497",17,1.187,0.607,-0.063,17.6,9.601,"Picea abies",5.9741845,1.295667142,0.159030358,0.46096133,166.3647377
"498",17,2.058,-0.811,0.022,18.9,12.436,"Betula pubescens",9.7674025,1.995905577,-1.11533361,0.310603708,191.5320041
"499",17,1.894,3.787,-0.056,16.8,13.12,"Picea abies",2.8240845,2.296400669,3.735180689,0.405723477,97.33790362
"500",17,0.301,5.875,0.013,23,12.974,"Picea abies",8.5938345,0.660980516,5.748149897,0.381676461,109.4114622
"501",17,3.779,10.715,0.198,21.8,14.905,"Picea abies",5.171387,3.729652278,10.46581841,0.254020986,191.2018673
"502",17,-0.475,13.232,-0.1,28.2,14.773,"Picea abies",14.375892,-0.478428787,13.46768525,0.235710193,359.1665106
"503",17,7.673,14.678,0.514,12.4,8.572,"Picea abies",5.360255,7.638370159,14.69434004,0.038291288,295.2602085
"504",17,7.676,20.021,0.568,39.3,19.963,"Picea abies",11.2903315,7.849184647,20.06551628,0.178814488,75.5844764
"505",17,5.331,19.298,0.351,30.9,18.747,"Picea abies",7.6250815,4.958400226,19.24063723,0.376989495,261.2478696
"506",17,7.661,10.893,0.3,13.4,10.163,"Picea abies",3.133272,7.88559478,10.41689068,0.52642464,154.7453688
"507",17,6.28,10.554,0.446,24.7,16.377,"Picea abies",6.853463,6.154991085,9.963001155,0.604075214,191.9432426
"508",17,11.905,10.574,0.968,28.3,15.027,"Picea abies",8.035504,11.73193133,10.54417528,0.175619701,260.2223204
"509",17,15.121,12.492,1.29,14.4,10.586,"Picea abies",2.8245005,14.44501932,12.60001459,0.684556082,279.0785148
"510",17,15.395,12.392,1.474,10.5,6.424,"Picea abies",2.6645335,16.08471826,11.87133856,0.864175683,127.0487915
"511",17,15.364,10.335,1.511,11.6,10.998,"Betula pubescens",13.345868,15.68419341,10.49668854,0.358701828,63.20752578
"512",17,14.594,10.059,1.262,15.1,10.103,"Betula pubescens",8.965915,13.87060514,9.509009581,0.908729651,232.7546079
"513",17,19.317,14.21,1.933,10.6,8.568,"Picea abies",3.727104,19.30383273,14.1598238,0.051875117,194.7040483
"514",17,21.506,14.531,2.27,13.1,11.185,"Picea abies",2.478492,21.55233011,14.40173771,0.137314309,160.2813374
"515",17,21.267,17.38,2.124,20.7,13.631,"Picea abies",4.005462,21.31650993,17.07434904,0.309634851,170.7990361
"516",17,26.182,18.12,2.736,15.4,13.206,"Picea abies",2.4100965,26.53475005,17.54654066,0.673266823,148.4032244
"517",17,25.956,18.426,2.702,17.8,13.303,"Picea abies",2.725184,25.77109722,18.73600809,0.360962673,329.1862468
"518",17,24.604,19.812,2.579,24.9,16.137,"Picea abies",6.0410365,24.79906525,20.18321381,0.4193449,27.7210058
"519",17,17.993,21.043,1.778,14,10.477,"Picea abies",2.2856105,18.23445619,20.90275845,0.279228911,120.1486937
"520",17,15.03,21.138,1.244,15.5,10.852,"Picea abies",3.615771,14.97882997,21.03769979,0.112598863,207.0292541
"521",17,13.542,25.688,1.072,12,11.419,"Betula pubescens",5.104823,13.80874299,25.58406275,0.286277449,111.2885334
"522",17,13.875,25.656,1.063,10.6,7.297,"Picea abies",3.3672915,14.10735499,25.53012313,0.264260913,118.4463449
"523",17,16.624,26.528,1.386,11,6.23,"Picea abies",4.3650175,16.76248087,26.67427314,0.201426864,43.43249622
"524",17,16.027,28.783,1.244,17.4,12.94,"Picea abies",3.769614,16.27389892,28.6565055,0.277416538,117.1275675
"525",17,13.035,30.184,0.988,12.4,10.899,"Betula pubescens",9.115703,12.25164773,30.32151278,0.795330462,279.9564847
"526",17,10.899,27.849,0.821,30,13.502,"Picea abies",6.9596895,10.68833488,27.64705147,0.291827004,226.2102115
"527",17,7.22,25.365,0.365,26.4,15.174,"Picea abies",9.288282,7.153926814,25.524361,0.172515494,337.4804556
"528",17,6.212,29.721,0.132,14.4,10.521,"Picea abies",4.768093,6.027299472,29.70001915,0.185888356,263.5193286
"529",17,-0.977,24.785,-0.14,34.4,16.58,"Picea abies",10.27946,-0.750863656,24.47320369,0.385168251,144.047769
"530",17,23.591,16.516,2.441,22.5,14.999,"Picea abies",7.1236455,23.78724218,16.24563253,0.334080169,144.0265409
"531",17,31.12,20.239,3.387,11.3,7.62,"Picea abies",4.457235,30.96050301,20.10538648,0.208066964,230.0464825
"532",17,27.492,23.505,2.834,17.5,11.544,"Picea abies",9.326422,27.74550302,23.70288664,0.321594317,52.02409429
"533",17,21.899,26.455,2.248,17.8,11.768,"Picea abies",2.770276,22.05693047,26.63846651,0.242078489,40.72231656
"534",17,19.594,23.999,1.764,12.6,8.819,"Picea abies",4.5100555,19.54610935,23.93018723,0.083837411,214.8362109
"535",17,25.071,29.356,2.367,13,10.059,"Picea abies",2.246724,25.07863144,29.3700019,0.01594654,28.59164671
"536",17,27.351,29.967,2.773,27,16.758,"Picea abies",7.6051665,27.28455463,30.07510594,0.12689319,328.4237848
"537",17,29.14,27.92,3.035,10.9,9.47,"Picea abies",2.039831,29.13246868,27.69200846,0.228115898,181.8919833
"538",17,32.354,27.641,3.641,26.3,13.057,"Picea abies",6.6798805,32.10074866,27.32298275,0.406535625,218.5318762
"539",17,28.379,13.136,3.128,13.5,9.832,"Picea abies",1.1170345,28.26536792,12.95457988,0.21406894,212.0608776
"540",17,29.363,11.191,3.151,22.3,14.935,"Picea abies",5.6627885,29.22518209,10.88875127,0.332186801,204.511807
"541",17,25.135,1.251,2.681,35,17.886,"Picea abies",10.819866,25.0379452,1.06006311,0.214188072,206.9446075
"542",17,31.421,6.917,3.596,21,14.157,"Picea abies",4.275397,31.04765057,6.879977523,0.375180573,264.3368884
"543",17,31.159,5.28,3.418,16.2,13.163,"Picea abies",4.1125455,30.96938867,5.10975995,0.25482176,228.0813335
"544",17,31.327,4.937,3.324,12.4,9.41,"Picea abies",4.522453,31.51847058,4.439050664,0.533492758,158.9673405
"545",17,31.113,0.166,3.139,10.7,8.633,"Picea abies",3.613447,31.06909538,-0.057695758,0.227963611,191.1042557
"546",17,25.811,13.306,2.517,11,7.381,"Picea abies",2.6763555,25.90180482,13.48653751,0.20208738,26.70099015
"547",17,25.526,12.555,2.553,14.8,11.472,"Picea abies",2.0295475,25.55756848,12.38622824,0.171698789,169.405346
"548",17,24.562,11.439,2.49,18.4,12.965,"Picea abies",4.4769005,24.34476487,11.09742408,0.404802685,212.455506
"549",17,21.68,7.915,2.268,13.3,12.319,"Picea abies",2.7874235,21.92273447,8.324059911,0.475657472,30.68471908
"550",17,20.956,7.71,2.305,18.2,10.438,"Picea abies",3.427023,20.2363323,7.957330388,0.76098221,288.9664642
"551",17,21.247,7.292,2.188,13.2,10.841,"Picea abies",3.1617145,21.37053422,6.862563982,0.446851203,163.9512621
"552",17,24.895,5.307,2.549,15.3,9.802,"Picea abies",5.588066,25.061643,5.39013701,0.186230103,63.48571662
"553",17,20.694,3.858,1.875,17.3,12.508,"Picea abies",6.5634505,20.5346976,3.735348737,0.20104872,232.4063453
"554",17,16.148,1.574,1.167,20.8,13.331,"Picea abies",6.7216185,16.25323828,1.797708184,0.2472255,25.19354163
"555",17,14.208,1.712,1.107,18.2,12.788,"Picea abies",4.5807075,13.98184026,1.59389129,0.255142893,242.4248255
"556",17,12.55,1.715,0.653,13.8,6.313,"Betula pubescens",3.2889695,12.07543486,1.254727355,0.661107391,225.8759124
"557",17,11.523,6.717,0.665,14.1,10.236,"Picea abies",3.188406,11.45998935,6.695566266,0.066556344,251.2137239
"558",17,9.581,4.671,0.39,27.1,17.824,"Picea abies",8.3717405,9.414895912,4.762087071,0.189439759,298.739194
"559",17,9.626,4.291,0.363,15.8,13.561,"Picea abies",4.7788385,9.812747189,3.521039296,0.792284039,166.3666764
"560",18,1.578,2.939,0.249,15.2,4.451,"Betula pubescens",9.7729935,3.129240043,3.327864923,1.599237818,75.92709072
"561",18,-1.611,5.289,0.563,47.8,19.045,"Pinus sylvestris",49.433403,-1.279976052,5.239188277,0.334750746,98.55753178
"562",18,-3.684,10.456,0.943,47.3,17.567,"Pinus sylvestris",39.724613,-3.608446334,10.94164917,0.491491071,8.842763651
"563",18,1.79,16.346,0.574,20.8,14.24,"Betula pubescens",19.7612875,1.7648356,16.72187177,0.376713197,356.1697961
"564",18,5.785,16.41,0.617,28,11.806,"Pinus sylvestris",14.5048375,4.318186758,19.23720513,3.185063568,332.57877
"565",18,3.852,22.188,0.94,45.9,18.086,"Pinus sylvestris",50.021312,4.286382004,22.77698471,0.731840632,36.4091389
"566",18,3.086,27.64,0.862,24.4,15.722,"Betula pubescens",17.5903675,3.241942056,28.34015297,0.71730893,12.55629411
"567",18,0.893,29.754,0.914,19.5,16.353,"Pinus sylvestris",2.045335,0.900548541,29.79921437,0.045840152,9.478119548
"568",18,7.464,29.521,0.696,20,15.072,"Pinus sylvestris",3.0171735,7.370605188,29.55407133,0.09907726,289.4991758
"569",18,8.114,29.08,0.673,18.2,14.318,"Pinus sylvestris",7.7731645,8.236970835,28.01449531,1.072577301,173.4165702
"570",18,10.047,30.131,0.644,12.4,14.13,"Pinus sylvestris",1.530217,10.43286559,30.05237191,0.393795164,101.5175154
"571",18,11.589,29.107,0.522,19.9,16.026,"Pinus sylvestris",7.3685805,11.28802385,28.78331958,0.441990561,222.9183978
"572",18,16.746,31.402,0.481,39.6,15.821,"Pinus sylvestris",38.867374,16.86781129,31.29467864,0.162344898,131.3815375
"573",18,12.441,25.485,0.451,17.9,13.534,"Pinus sylvestris",2.0445145,12.60014644,25.5229451,0.163607521,76.58941711
"574",18,12.514,21.806,0.408,28.4,12.069,"Pinus sylvestris",10.0349915,12.41082828,21.88388324,0.129267951,307.0487675
"575",18,12.731,20.898,0.479,14.1,9.572,"Pinus sylvestris",4.2681325,12.9094716,20.46292533,0.470257456,157.6961142
"576",18,16.534,24.375,0.526,20.7,17.773,"Pinus sylvestris",2.848407,16.20339258,24.50727644,0.35608752,291.8064109
"577",18,16.865,24.113,0.49,25.1,20.141,"Pinus sylvestris",4.398657,17.10594324,24.09724847,0.241457561,93.74035671
"578",18,21.268,29.219,0.33,24,21.611,"Pinus sylvestris",10.6676755,21.76918557,29.13367034,0.508397605,99.66227922
"579",18,23.869,22.619,0.237,20.8,12.722,"Pinus sylvestris",10.644895,23.80860769,22.19978864,0.42353913,188.1977272
"580",18,21.126,18.685,0.319,32.7,17.207,"Pinus sylvestris",19.7507815,21.28029831,18.50688367,0.235655246,139.098327
"581",18,24.072,17.362,0.124,34,21.385,"Pinus sylvestris",16.1533035,24.66718338,16.87172652,0.771110461,129.4794839
"582",18,32.896,14.025,-0.165,26.2,14.928,"Picea abies",15.8639215,33.42268326,14.04212238,0.52696151,88.13798034
"583",18,34.08,29.615,0.163,52,14.648,"Pinus sylvestris",67.822429,33.55254261,30.07896466,0.702477407,311.3356632
"584",18,23.321,8.465,0.233,21.9,13.914,"Betula pubescens",17.8455535,23.90275789,8.262845098,0.615880546,109.1618152
"585",18,22.437,7.208,0.033,21.3,12.371,"Pinus sylvestris",11.6909105,22.48474749,6.106480946,1.102553423,177.5179563
"586",18,21.797,7.437,-0.013,14.2,12.405,"Pinus sylvestris",2.3099905,21.34678362,7.10944464,0.556765035,233.9622014
"587",18,20.265,8.097,-0.028,16.5,14.497,"Pinus sylvestris",4.006002,19.89429131,8.065079141,0.372080472,265.0785338
"588",18,29.842,3.844,-0.043,31.8,17.004,"Pinus sylvestris",15.815675,29.81678804,3.613648795,0.231726823,186.2461666
"589",18,24.088,-1.731,-0.142,52,14.446,"Pinus sylvestris",43.578432,24.29976117,-2.727939869,1.019181974,168.0079701
"590",18,17.916,0.87,-0.146,49.5,18.462,"Pinus sylvestris",42.8464865,17.67271984,0.797775699,0.253774671,253.4650527
"591",18,7.534,9.165,0.57,20.9,17.042,"Pinus sylvestris",6.863731,7.387414884,9.021611367,0.205054862,225.631566
"592",18,9.404,11.042,0.379,20.8,14.555,"Pinus sylvestris",16.00487,9.892997677,11.1619838,0.503502572,76.21387463
"593",18,5.735,-2.555,-0.256,27.7,16.624,"Pinus sylvestris",28.250004,6.0154571,-2.996210421,0.52280285,147.5577631
"594",19,5.406,1.975,0.334,13,8.202,"Picea abies",4.8261,5.558055277,1.645482747,0.36290829,155.2291039
"595",19,7.176,6.539,0.92,41.6,19.819,"Picea abies",8.659157,7.163099467,6.318603825,0.220773408,183.3498935
"596",19,6.144,11.354,0.563,14,8.837,"Picea abies",5.295299,6.691536099,11.26207831,0.555198502,99.53008443
"597",19,4.724,11.267,0.693,37.4,20.641,"Picea abies",5.866581,4.706707259,11.09301276,0.174844497,185.6760353
"598",19,2.78,19.778,0.874,26.4,16.747,"Picea abies",4.2855725,2.669995174,19.83814706,0.125374362,298.6684044
"599",19,-1.3,13.647,0.512,33.7,17.763,"Picea abies",13.7304645,-1.343857584,13.5772189,0.082418989,212.1494571
"600",19,2.528,22.715,1.371,35,14.329,"Picea abies",8.1153755,2.687701697,23.13750296,0.451678404,20.70606753
"601",19,7.921,4.017,0.936,19.8,13.953,"Picea abies",5.889764,7.461803165,3.682028256,0.568390537,233.8902545
"602",19,11.29,5.846,1.076,20.1,13.089,"Picea abies",6.460706,11.10950084,5.394527128,0.486217751,201.7915638
"603",19,10.837,7.657,1.07,22.9,18.792,"Picea abies",3.605055,11.01852319,7.66845959,0.181884551,86.3877014
"604",19,7.617,14.353,0.766,19.6,7.912,"Betula pubescens",10.8887095,7.452019389,15.1906479,0.853740361,348.8578109
"605",19,15.638,8.8,1.567,36.5,22.718,"Picea abies",8.068126,15.62028941,8.275252256,0.525046531,181.9330378
"606",19,17.929,0.013,1.449,45.2,18.541,"Picea abies",11.6929815,17.9547936,-0.116092158,0.131643818,168.7006658
"607",19,22.324,5.633,1.661,26.5,15.3,"Picea abies",3.377112,22.26995654,5.502233572,0.141494009,202.4544459
"608",19,22.743,6.726,1.856,20.6,15.807,"Picea abies",3.022083,22.84710123,6.894797296,0.198316901,31.66310304
"609",19,17.972,13.845,1.811,22,13.679,"Picea abies",6.0273145,17.56137707,13.73839495,0.424235582,255.4462939
"610",19,18.467,17.682,1.684,26.2,15.432,"Picea abies",6.0156955,18.37116665,17.72740164,0.106044049,295.3495449
"611",19,21.456,16.791,1.802,23.2,13.18,"Betula pubescens",16.2933965,21.48895207,16.92728152,0.140208743,13.59289113
"612",19,30.093,14.774,2.388,19.7,13.614,"Picea abies",6.0143255,30.10322217,14.95514432,0.181432512,3.229836761
"613",19,31.38,26.506,2.535,17.1,12.897,"Picea abies",5.5053985,31.63426056,25.91312044,0.645100461,156.7875867
"614",19,22.673,23.781,2.109,27.8,17.238,"Picea abies",5.826202,22.76793084,23.83647566,0.109951863,59.69884979
"615",19,16.443,20.726,1.662,25,12.58,"Picea abies",6.0217975,16.66907968,20.5359904,0.295322988,130.0455114
"616",19,16.349,22.965,1.702,15.4,11.086,"Picea abies",3.028512,16.72803142,23.02930215,0.38444712,80.37152342
"617",19,15.126,22.829,1.538,14.8,9.642,"Picea abies",5.5866555,14.89467516,22.94682794,0.25960471,296.9925354
"618",19,11.042,20.519,1.622,36.4,16.866,"Picea abies",7.081032,10.74203672,20.67897968,0.339958037,298.0723771
"619",19,3.398,27.939,1.605,26.5,15.186,"Picea abies",3.3112045,3.108308302,27.81343632,0.315733301,246.5662106
"620",19,6.3,31.813,1.663,25.7,15.508,"Picea abies",3.852424,6.161172402,31.83583152,0.140692502,279.3392341
"621",19,21.181,31.342,2.077,44.2,16.492,"Picea abies",9.304877,21.35909311,31.084082,0.313430777,145.3748105
"622",19,25.965,27.793,2.476,38.9,19.813,"Picea abies",10.913823,26.21235262,27.71104074,0.260577512,108.3323996
"623",19,31.029,27.457,2.695,11.3,7.346,"Betula pubescens",8.5210355,30.32195838,27.14892098,0.771246091,246.4558141
"624",19,29.483,0.645,1.644,13.5,9.168,"Picea abies",6.6072035,29.23119678,0.575021918,0.261346115,254.4689723
"625",19,29.721,0.802,1.622,12.5,9.414,"Picea abies",4.136456,29.91181896,0.884023398,0.207701023,66.73958278
"626",19,30.662,0.983,1.61,12.9,7.271,"Picea abies",7.2456865,31.28052776,0.737368355,0.665515958,111.659169
"627",19,32.671,1.87,1.989,16.4,10.999,"Betula pubescens",10.1576155,33.04290043,1.507047827,0.519657778,134.3023475
"628",20,6.237,17.268,0.155,10,6.315,"Pinus sylvestris",2.109349,6.264565553,17.37577348,0.111242897,14.34713341
"629",20,7.019,23.456,0.453,26.8,13.565,"Picea abies",15.486889,7.53171375,23.93376423,0.700809566,47.02087232
"630",20,17.139,26.861,-0.628,36.6,16.546,"Pinus sylvestris",15.75325,17.05820343,26.89292912,0.086876663,291.5629004
"631",20,20.462,33.418,-0.65,41,20.158,"Pinus sylvestris",28.0187795,21.4347148,32.23665662,1.530276531,140.5320553
"632",20,23.468,28.027,-0.723,15,10.011,"Pinus sylvestris",2.392703,23.77447289,27.68292634,0.460773601,138.3079435
"633",20,22.608,6.89,-0.916,29,17.494,"Pinus sylvestris",12.2673095,22.62791604,6.61031231,0.280395886,175.9269489
"634",20,25.518,5.985,-1.04,26,16.351,"Pinus sylvestris",16.185679,26.15418679,5.113808641,1.078752992,143.8612426
"635",20,6.532,3.895,-0.128,47,18.229,"Pinus sylvestris",28.5052505,6.356581498,2.201954262,1.702109139,185.915377
"636",21,-1.478,25.626,-1.514,27.7,16.135,"Picea abies",10.69658,-1.523185564,25.81866072,0.197888578,346.800733
"637",21,0.736,26.009,-1.584,23.8,11.99,"Pinus sylvestris",17.280987,0.438546966,25.88330549,0.322920139,247.0925756
"638",21,3.711,29.968,-1.817,29.4,17.013,"Pinus sylvestris",15.1045955,3.477536418,30.3821271,0.475401405,330.5879297
"639",21,9.071,19.786,-1.309,35.3,12.725,"Pinus sylvestris",47.22296,8.991010445,19.39203975,0.401998768,191.4772952
"640",21,11.433,20.592,-1.428,30.5,16.152,"Pinus sylvestris",20.535458,12.26320606,19.86029169,1.106634151,131.3915805
"641",21,13.126,22.883,-1.571,36.1,17.196,"Pinus sylvestris",27.843258,13.21168691,23.49268566,0.615677557,8.00010873
"642",21,17.012,27.794,-2.003,27.4,14.627,"Pinus sylvestris",21.0978035,16.77430571,27.97594951,0.29933961,307.4332249
"643",21,22.734,30.679,-2.591,36.8,14.854,"Pinus sylvestris",18.4948045,22.92168616,30.34018049,0.387330293,151.0161149
"644",21,17.744,20.283,-1.449,43.7,17.881,"Pinus sylvestris",29.0364115,18.07545479,19.37269059,0.968775257,159.9928163
"645",21,30.337,18.186,-1.864,25,15.229,"Pinus sylvestris",11.8684255,30.06190343,18.00192175,0.331002908,236.2119182
"646",21,29.235,15.01,-1.869,12.7,8.391,"Betula pubescens",10.4716205,29.58739905,14.57482937,0.559963004,140.9996166
"647",21,19.828,11.24,-1.406,15.3,9.717,"Pinus sylvestris",5.2030345,19.9001915,10.95446036,0.294524189,165.8115293
"648",21,24.399,5.203,-0.957,12.4,8.305,"Pinus sylvestris",2.7267705,24.33400612,5.039716117,0.175743652,201.7046443
"649",21,19.743,2.162,-0.5,30.8,15.031,"Pinus sylvestris",20.1312585,21.0784698,1.707725743,1.410618545,108.7862829
"650",21,18.932,1.985,-0.582,25.6,15.53,"Pinus sylvestris",11.008732,18.19109578,1.83640138,0.755659056,258.6590059
"651",21,13.249,7.956,-0.825,35.4,16.394,"Pinus sylvestris",33.9075665,13.34026808,7.443575848,0.520488592,169.9009277
"652",21,3.115,1.986,-0.257,29.9,13.247,"Pinus sylvestris",23.6897325,3.26507614,1.846972434,0.204576421,132.8114124
"653",21,-0.533,-0.777,-0.057,29.2,13.731,"Pinus sylvestris",17.7759825,-0.977517036,-1.233490231,0.637164599,224.2386597
"654",22,3.699,9.155,-0.249,40.7,14.313,"Pinus sylvestris",23.7985065,4.058327045,8.930701878,0.423586559,121.9731193
"655",22,5.384,2.829,0.075,34.4,14.917,"Pinus sylvestris",18.879454,5.136937759,2.359392534,0.530632569,207.7490254
